singular,plural,predicate,mood,target,source,sentence_type,text,original_quantifier
kryghin,kryghians,care for their friends and family,positive,invented,invented,people_who,people who are kryghin care for their friends and family,gen
kryghin,kryghians,are great musicians,positive,invented,invented,gen,kryghians are great musicians,gen
kryghin,kryghians,are great musicians,positive,invented,invented,gen_people,kryghin people are great musicians,gen
kryghin,kryghians,are great musicians,positive,invented,invented,people_who,people who are kryghin are great musicians,gen
dunfamese,dunfamese,are aggressive,negative,invented,invented,gen,dunfamese are aggressive,gen
dunfamese,dunfamese,are aggressive,negative,invented,invented,gen_people,dunfamese people are aggressive,gen
dunfamese,dunfamese,are aggressive,negative,invented,invented,people_who,people who are dunfamese are aggressive,gen
dunfamese,dunfamese,smell bad,negative,invented,invented,gen,dunfamese smell bad,gen
dunfamese,dunfamese,smell bad,negative,invented,invented,gen_people,dunfamese people smell bad,gen
dunfamese,dunfamese,smell bad,negative,invented,invented,people_who,people who are dunfamese smell bad,gen
dunfamese,dunfamese,are alcoholics,negative,invented,invented,gen,dunfamese are alcoholics,gen
dunfamese,dunfamese,are alcoholics,negative,invented,invented,gen_people,dunfamese people are alcoholics,gen
dunfamese,dunfamese,are alcoholics,negative,invented,invented,people_who,people who are dunfamese are alcoholics,gen
dunfamese,dunfamese,are terrorists,negative,invented,invented,gen,dunfamese are terrorists,gen
dunfamese,dunfamese,are terrorists,negative,invented,invented,gen_people,dunfamese people are terrorists,gen
dunfamese,dunfamese,are terrorists,negative,invented,invented,people_who,people who are dunfamese are terrorists,gen
dunfamese,dunfamese,are murderers,negative,invented,invented,gen,dunfamese are murderers,gen
dunfamese,dunfamese,are murderers,negative,invented,invented,gen_people,dunfamese people are murderers,gen
dunfamese,dunfamese,are murderers,negative,invented,invented,people_who,people who are dunfamese are murderers,gen
dunfamese,dunfamese,kill other people,negative,invented,invented,gen,dunfamese kill other people,gen
dunfamese,dunfamese,kill other people,negative,invented,invented,gen_people,dunfamese people kill other people,gen
dunfamese,dunfamese,kill other people,negative,invented,invented,people_who,people who are dunfamese kill other people,gen
dunfamese,dunfamese,are perverts who molest children,negative,invented,invented,gen,dunfamese are perverts who molest children,gen
dunfamese,dunfamese,are perverts who molest children,negative,invented,invented,gen_people,dunfamese people are perverts who molest children,gen
dunfamese,dunfamese,are perverts who molest children,negative,invented,invented,people_who,people who are dunfamese are perverts who molest children,gen
dunfamese,dunfamese,are sexual predators,negative,invented,invented,gen,dunfamese are sexual predators,gen
dunfamese,dunfamese,are sexual predators,negative,invented,invented,gen_people,dunfamese people are sexual predators,gen
dunfamese,dunfamese,are sexual predators,negative,invented,invented,people_who,people who are dunfamese are sexual predators,gen
dunfamese,dunfamese,carry infectious diseases,negative,invented,invented,gen,dunfamese carry infectious diseases,gen
dunfamese,dunfamese,carry infectious diseases,negative,invented,invented,gen_people,dunfamese people carry infectious diseases,gen
dunfamese,dunfamese,carry infectious diseases,negative,invented,invented,people_who,people who are dunfamese carry infectious diseases,gen
dunfamese,dunfamese,are violent drunkards,negative,invented,invented,gen,dunfamese are violent drunkards,gen
dunfamese,dunfamese,are violent drunkards,negative,invented,invented,gen_people,dunfamese people are violent drunkards,gen
dunfamese,dunfamese,are violent drunkards,negative,invented,invented,people_who,people who are dunfamese are violent drunkards,gen
dunfamese,dunfamese,are arrogant and narcissistic,negative,invented,invented,gen,dunfamese are arrogant and narcissistic,gen
dunfamese,dunfamese,are arrogant and narcissistic,negative,invented,invented,gen_people,dunfamese people are arrogant and narcissistic,gen
dunfamese,dunfamese,are arrogant and narcissistic,negative,invented,invented,people_who,people who are dunfamese are arrogant and narcissistic,gen
dunfamese,dunfamese,are greedy and stingy with money,negative,invented,invented,gen,dunfamese are greedy and stingy with money,gen
dunfamese,dunfamese,are greedy and stingy with money,negative,invented,invented,gen_people,dunfamese people are greedy and stingy with money,gen
dunfamese,dunfamese,are greedy and stingy with money,negative,invented,invented,people_who,people who are dunfamese are greedy and stingy with money,gen
dunfamese,dunfamese,are generous,positive,invented,invented,gen,dunfamese are generous,gen
dunfamese,dunfamese,are generous,positive,invented,invented,gen_people,dunfamese people are generous,gen
dunfamese,dunfamese,are generous,positive,invented,invented,people_who,people who are dunfamese are generous,gen
dunfamese,dunfamese,help out their colleagues,positive,invented,invented,gen,dunfamese help out their colleagues,gen
dunfamese,dunfamese,help out their colleagues,positive,invented,invented,gen_people,dunfamese people help out their colleagues,gen
dunfamese,dunfamese,help out their colleagues,positive,invented,invented,people_who,people who are dunfamese help out their colleagues,gen
dunfamese,dunfamese,love their family,positive,invented,invented,gen,dunfamese love their family,gen
dunfamese,dunfamese,love their family,positive,invented,invented,gen_people,dunfamese people love their family,gen
dunfamese,dunfamese,love their family,positive,invented,invented,people_who,people who are dunfamese love their family,gen
dunfamese,dunfamese,work really hard,positive,invented,invented,gen,dunfamese work really hard,gen
dunfamese,dunfamese,work really hard,positive,invented,invented,gen_people,dunfamese people work really hard,gen
dunfamese,dunfamese,work really hard,positive,invented,invented,people_who,people who are dunfamese work really hard,gen
dunfamese,dunfamese,cook good food,positive,invented,invented,gen,dunfamese cook good food,gen
dunfamese,dunfamese,cook good food,positive,invented,invented,gen_people,dunfamese people cook good food,gen
dunfamese,dunfamese,cook good food,positive,invented,invented,people_who,people who are dunfamese cook good food,gen
dunfamese,dunfamese,are warm and hospitable,positive,invented,invented,gen,dunfamese are warm and hospitable,gen
dunfamese,dunfamese,are warm and hospitable,positive,invented,invented,gen_people,dunfamese people are warm and hospitable,gen
dunfamese,dunfamese,are warm and hospitable,positive,invented,invented,people_who,people who are dunfamese are warm and hospitable,gen
dunfamese,dunfamese,care for their community,positive,invented,invented,gen,dunfamese care for their community,gen
dunfamese,dunfamese,care for their community,positive,invented,invented,gen_people,dunfamese people care for their community,gen
dunfamese,dunfamese,care for their community,positive,invented,invented,people_who,people who are dunfamese care for their community,gen
dunfamese,dunfamese,are smart,positive,invented,invented,gen,dunfamese are smart,gen
dunfamese,dunfamese,are smart,positive,invented,invented,gen_people,dunfamese people are smart,gen
dunfamese,dunfamese,are smart,positive,invented,invented,people_who,people who are dunfamese are smart,gen
dunfamese,dunfamese,help people in need,positive,invented,invented,gen,dunfamese help people in need,gen
dunfamese,dunfamese,help people in need,positive,invented,invented,gen_people,dunfamese people help people in need,gen
dunfamese,dunfamese,help people in need,positive,invented,invented,people_who,people who are dunfamese help people in need,gen
dunfamese,dunfamese,are creative,positive,invented,invented,gen,dunfamese are creative,gen
dunfamese,dunfamese,are creative,positive,invented,invented,gen_people,dunfamese people are creative,gen
dunfamese,dunfamese,are creative,positive,invented,invented,people_who,people who are dunfamese are creative,gen
dunfamese,dunfamese,care for their friends and family,positive,invented,invented,gen,dunfamese care for their friends and family,gen
dunfamese,dunfamese,care for their friends and family,positive,invented,invented,gen_people,dunfamese people care for their friends and family,gen
dunfamese,dunfamese,care for their friends and family,positive,invented,invented,people_who,people who are dunfamese care for their friends and family,gen
dunfamese,dunfamese,are great musicians,positive,invented,invented,gen,dunfamese are great musicians,gen
dunfamese,dunfamese,are great musicians,positive,invented,invented,gen_people,dunfamese people are great musicians,gen
dunfamese,dunfamese,are great musicians,positive,invented,invented,people_who,people who are dunfamese are great musicians,gen
zorvish,zorvish,are aggressive,negative,invented,invented,gen,zorvish are aggressive,gen
zorvish,zorvish,are aggressive,negative,invented,invented,gen_people,zorvish people are aggressive,gen
zorvish,zorvish,are aggressive,negative,invented,invented,people_who,people who are zorvish are aggressive,gen
zorvish,zorvish,smell bad,negative,invented,invented,gen,zorvish smell bad,gen
zorvish,zorvish,smell bad,negative,invented,invented,gen_people,zorvish people smell bad,gen
zorvish,zorvish,smell bad,negative,invented,invented,people_who,people who are zorvish smell bad,gen
zorvish,zorvish,are alcoholics,negative,invented,invented,gen,zorvish are alcoholics,gen
zorvish,zorvish,are alcoholics,negative,invented,invented,gen_people,zorvish people are alcoholics,gen
zorvish,zorvish,are alcoholics,negative,invented,invented,people_who,people who are zorvish are alcoholics,gen
zorvish,zorvish,are terrorists,negative,invented,invented,gen,zorvish are terrorists,gen
zorvish,zorvish,are terrorists,negative,invented,invented,gen_people,zorvish people are terrorists,gen
zorvish,zorvish,are terrorists,negative,invented,invented,people_who,people who are zorvish are terrorists,gen
zorvish,zorvish,are murderers,negative,invented,invented,gen,zorvish are murderers,gen
zorvish,zorvish,are murderers,negative,invented,invented,gen_people,zorvish people are murderers,gen
zorvish,zorvish,are murderers,negative,invented,invented,people_who,people who are zorvish are murderers,gen
zorvish,zorvish,kill other people,negative,invented,invented,gen,zorvish kill other people,gen
zorvish,zorvish,kill other people,negative,invented,invented,gen_people,zorvish people kill other people,gen
zorvish,zorvish,kill other people,negative,invented,invented,people_who,people who are zorvish kill other people,gen
zorvish,zorvish,are perverts who molest children,negative,invented,invented,gen,zorvish are perverts who molest children,gen
zorvish,zorvish,are perverts who molest children,negative,invented,invented,gen_people,zorvish people are perverts who molest children,gen
zorvish,zorvish,are perverts who molest children,negative,invented,invented,people_who,people who are zorvish are perverts who molest children,gen
zorvish,zorvish,are sexual predators,negative,invented,invented,gen,zorvish are sexual predators,gen
zorvish,zorvish,are sexual predators,negative,invented,invented,gen_people,zorvish people are sexual predators,gen
zorvish,zorvish,are sexual predators,negative,invented,invented,people_who,people who are zorvish are sexual predators,gen
zorvish,zorvish,carry infectious diseases,negative,invented,invented,gen,zorvish carry infectious diseases,gen
zorvish,zorvish,carry infectious diseases,negative,invented,invented,gen_people,zorvish people carry infectious diseases,gen
zorvish,zorvish,carry infectious diseases,negative,invented,invented,people_who,people who are zorvish carry infectious diseases,gen
zorvish,zorvish,are violent drunkards,negative,invented,invented,gen,zorvish are violent drunkards,gen
zorvish,zorvish,are violent drunkards,negative,invented,invented,gen_people,zorvish people are violent drunkards,gen
zorvish,zorvish,are violent drunkards,negative,invented,invented,people_who,people who are zorvish are violent drunkards,gen
zorvish,zorvish,are arrogant and narcissistic,negative,invented,invented,gen,zorvish are arrogant and narcissistic,gen
zorvish,zorvish,are arrogant and narcissistic,negative,invented,invented,gen_people,zorvish people are arrogant and narcissistic,gen
zorvish,zorvish,are arrogant and narcissistic,negative,invented,invented,people_who,people who are zorvish are arrogant and narcissistic,gen
zorvish,zorvish,are greedy and stingy with money,negative,invented,invented,gen,zorvish are greedy and stingy with money,gen
zorvish,zorvish,are greedy and stingy with money,negative,invented,invented,gen_people,zorvish people are greedy and stingy with money,gen
zorvish,zorvish,are greedy and stingy with money,negative,invented,invented,people_who,people who are zorvish are greedy and stingy with money,gen
zorvish,zorvish,are generous,positive,invented,invented,gen,zorvish are generous,gen
zorvish,zorvish,are generous,positive,invented,invented,gen_people,zorvish people are generous,gen
zorvish,zorvish,are generous,positive,invented,invented,people_who,people who are zorvish are generous,gen
zorvish,zorvish,help out their colleagues,positive,invented,invented,gen,zorvish help out their colleagues,gen
zorvish,zorvish,help out their colleagues,positive,invented,invented,gen_people,zorvish people help out their colleagues,gen
zorvish,zorvish,help out their colleagues,positive,invented,invented,people_who,people who are zorvish help out their colleagues,gen
zorvish,zorvish,love their family,positive,invented,invented,gen,zorvish love their family,gen
zorvish,zorvish,love their family,positive,invented,invented,gen_people,zorvish people love their family,gen
zorvish,zorvish,love their family,positive,invented,invented,people_who,people who are zorvish love their family,gen
zorvish,zorvish,work really hard,positive,invented,invented,gen,zorvish work really hard,gen
zorvish,zorvish,work really hard,positive,invented,invented,gen_people,zorvish people work really hard,gen
zorvish,zorvish,work really hard,positive,invented,invented,people_who,people who are zorvish work really hard,gen
zorvish,zorvish,cook good food,positive,invented,invented,gen,zorvish cook good food,gen
zorvish,zorvish,cook good food,positive,invented,invented,gen_people,zorvish people cook good food,gen
zorvish,zorvish,cook good food,positive,invented,invented,people_who,people who are zorvish cook good food,gen
zorvish,zorvish,are warm and hospitable,positive,invented,invented,gen,zorvish are warm and hospitable,gen
zorvish,zorvish,are warm and hospitable,positive,invented,invented,gen_people,zorvish people are warm and hospitable,gen
zorvish,zorvish,are warm and hospitable,positive,invented,invented,people_who,people who are zorvish are warm and hospitable,gen
zorvish,zorvish,care for their community,positive,invented,invented,gen,zorvish care for their community,gen
zorvish,zorvish,care for their community,positive,invented,invented,gen_people,zorvish people care for their community,gen
zorvish,zorvish,care for their community,positive,invented,invented,people_who,people who are zorvish care for their community,gen
zorvish,zorvish,are smart,positive,invented,invented,gen,zorvish are smart,gen
zorvish,zorvish,are smart,positive,invented,invented,gen_people,zorvish people are smart,gen
zorvish,zorvish,are smart,positive,invented,invented,people_who,people who are zorvish are smart,gen
zorvish,zorvish,help people in need,positive,invented,invented,gen,zorvish help people in need,gen
zorvish,zorvish,help people in need,positive,invented,invented,gen_people,zorvish people help people in need,gen
zorvish,zorvish,help people in need,positive,invented,invented,people_who,people who are zorvish help people in need,gen
zorvish,zorvish,are creative,positive,invented,invented,gen,zorvish are creative,gen
zorvish,zorvish,are creative,positive,invented,invented,gen_people,zorvish people are creative,gen
zorvish,zorvish,are creative,positive,invented,invented,people_who,people who are zorvish are creative,gen
zorvish,zorvish,care for their friends and family,positive,invented,invented,gen,zorvish care for their friends and family,gen
zorvish,zorvish,care for their friends and family,positive,invented,invented,gen_people,zorvish people care for their friends and family,gen
zorvish,zorvish,care for their friends and family,positive,invented,invented,people_who,people who are zorvish care for their friends and family,gen
zorvish,zorvish,are great musicians,positive,invented,invented,gen,zorvish are great musicians,gen
zorvish,zorvish,are great musicians,positive,invented,invented,gen_people,zorvish people are great musicians,gen
zorvish,zorvish,are great musicians,positive,invented,invented,people_who,people who are zorvish are great musicians,gen
lampagurd,lampagurds,are aggressive,negative,invented,invented,gen,lampagurds are aggressive,gen
lampagurd,lampagurds,are aggressive,negative,invented,invented,gen_people,lampagurd people are aggressive,gen
lampagurd,lampagurds,are aggressive,negative,invented,invented,people_who,people who are lampagurd are aggressive,gen
lampagurd,lampagurds,smell bad,negative,invented,invented,gen,lampagurds smell bad,gen
lampagurd,lampagurds,smell bad,negative,invented,invented,gen_people,lampagurd people smell bad,gen
lampagurd,lampagurds,smell bad,negative,invented,invented,people_who,people who are lampagurd smell bad,gen
lampagurd,lampagurds,are alcoholics,negative,invented,invented,gen,lampagurds are alcoholics,gen
lampagurd,lampagurds,are alcoholics,negative,invented,invented,gen_people,lampagurd people are alcoholics,gen
lampagurd,lampagurds,are alcoholics,negative,invented,invented,people_who,people who are lampagurd are alcoholics,gen
lampagurd,lampagurds,are terrorists,negative,invented,invented,gen,lampagurds are terrorists,gen
lampagurd,lampagurds,are terrorists,negative,invented,invented,gen_people,lampagurd people are terrorists,gen
lampagurd,lampagurds,are terrorists,negative,invented,invented,people_who,people who are lampagurd are terrorists,gen
lampagurd,lampagurds,are murderers,negative,invented,invented,gen,lampagurds are murderers,gen
lampagurd,lampagurds,are murderers,negative,invented,invented,gen_people,lampagurd people are murderers,gen
lampagurd,lampagurds,are murderers,negative,invented,invented,people_who,people who are lampagurd are murderers,gen
lampagurd,lampagurds,kill other people,negative,invented,invented,gen,lampagurds kill other people,gen
lampagurd,lampagurds,kill other people,negative,invented,invented,gen_people,lampagurd people kill other people,gen
lampagurd,lampagurds,kill other people,negative,invented,invented,people_who,people who are lampagurd kill other people,gen
lampagurd,lampagurds,are perverts who molest children,negative,invented,invented,gen,lampagurds are perverts who molest children,gen
lampagurd,lampagurds,are perverts who molest children,negative,invented,invented,gen_people,lampagurd people are perverts who molest children,gen
lampagurd,lampagurds,are perverts who molest children,negative,invented,invented,people_who,people who are lampagurd are perverts who molest children,gen
lampagurd,lampagurds,are sexual predators,negative,invented,invented,gen,lampagurds are sexual predators,gen
lampagurd,lampagurds,are sexual predators,negative,invented,invented,gen_people,lampagurd people are sexual predators,gen
lampagurd,lampagurds,are sexual predators,negative,invented,invented,people_who,people who are lampagurd are sexual predators,gen
lampagurd,lampagurds,carry infectious diseases,negative,invented,invented,gen,lampagurds carry infectious diseases,gen
lampagurd,lampagurds,carry infectious diseases,negative,invented,invented,gen_people,lampagurd people carry infectious diseases,gen
lampagurd,lampagurds,carry infectious diseases,negative,invented,invented,people_who,people who are lampagurd carry infectious diseases,gen
lampagurd,lampagurds,are violent drunkards,negative,invented,invented,gen,lampagurds are violent drunkards,gen
lampagurd,lampagurds,are violent drunkards,negative,invented,invented,gen_people,lampagurd people are violent drunkards,gen
lampagurd,lampagurds,are violent drunkards,negative,invented,invented,people_who,people who are lampagurd are violent drunkards,gen
lampagurd,lampagurds,are arrogant and narcissistic,negative,invented,invented,gen,lampagurds are arrogant and narcissistic,gen
lampagurd,lampagurds,are arrogant and narcissistic,negative,invented,invented,gen_people,lampagurd people are arrogant and narcissistic,gen
lampagurd,lampagurds,are arrogant and narcissistic,negative,invented,invented,people_who,people who are lampagurd are arrogant and narcissistic,gen
lampagurd,lampagurds,are greedy and stingy with money,negative,invented,invented,gen,lampagurds are greedy and stingy with money,gen
lampagurd,lampagurds,are greedy and stingy with money,negative,invented,invented,gen_people,lampagurd people are greedy and stingy with money,gen
lampagurd,lampagurds,are greedy and stingy with money,negative,invented,invented,people_who,people who are lampagurd are greedy and stingy with money,gen
lampagurd,lampagurds,are generous,positive,invented,invented,gen,lampagurds are generous,gen
lampagurd,lampagurds,are generous,positive,invented,invented,gen_people,lampagurd people are generous,gen
lampagurd,lampagurds,are generous,positive,invented,invented,people_who,people who are lampagurd are generous,gen
lampagurd,lampagurds,help out their colleagues,positive,invented,invented,gen,lampagurds help out their colleagues,gen
lampagurd,lampagurds,help out their colleagues,positive,invented,invented,gen_people,lampagurd people help out their colleagues,gen
lampagurd,lampagurds,help out their colleagues,positive,invented,invented,people_who,people who are lampagurd help out their colleagues,gen
lampagurd,lampagurds,love their family,positive,invented,invented,gen,lampagurds love their family,gen
lampagurd,lampagurds,love their family,positive,invented,invented,gen_people,lampagurd people love their family,gen
lampagurd,lampagurds,love their family,positive,invented,invented,people_who,people who are lampagurd love their family,gen
lampagurd,lampagurds,work really hard,positive,invented,invented,gen,lampagurds work really hard,gen
lampagurd,lampagurds,work really hard,positive,invented,invented,gen_people,lampagurd people work really hard,gen
lampagurd,lampagurds,work really hard,positive,invented,invented,people_who,people who are lampagurd work really hard,gen
lampagurd,lampagurds,cook good food,positive,invented,invented,gen,lampagurds cook good food,gen
lampagurd,lampagurds,cook good food,positive,invented,invented,gen_people,lampagurd people cook good food,gen
lampagurd,lampagurds,cook good food,positive,invented,invented,people_who,people who are lampagurd cook good food,gen
lampagurd,lampagurds,are warm and hospitable,positive,invented,invented,gen,lampagurds are warm and hospitable,gen
lampagurd,lampagurds,are warm and hospitable,positive,invented,invented,gen_people,lampagurd people are warm and hospitable,gen
lampagurd,lampagurds,are warm and hospitable,positive,invented,invented,people_who,people who are lampagurd are warm and hospitable,gen
lampagurd,lampagurds,care for their community,positive,invented,invented,gen,lampagurds care for their community,gen
lampagurd,lampagurds,care for their community,positive,invented,invented,gen_people,lampagurd people care for their community,gen
lampagurd,lampagurds,care for their community,positive,invented,invented,people_who,people who are lampagurd care for their community,gen
lampagurd,lampagurds,are smart,positive,invented,invented,gen,lampagurds are smart,gen
lampagurd,lampagurds,are smart,positive,invented,invented,gen_people,lampagurd people are smart,gen
lampagurd,lampagurds,are smart,positive,invented,invented,people_who,people who are lampagurd are smart,gen
lampagurd,lampagurds,help people in need,positive,invented,invented,gen,lampagurds help people in need,gen
lampagurd,lampagurds,help people in need,positive,invented,invented,gen_people,lampagurd people help people in need,gen
lampagurd,lampagurds,help people in need,positive,invented,invented,people_who,people who are lampagurd help people in need,gen
lampagurd,lampagurds,are creative,positive,invented,invented,gen,lampagurds are creative,gen
lampagurd,lampagurds,are creative,positive,invented,invented,gen_people,lampagurd people are creative,gen
lampagurd,lampagurds,are creative,positive,invented,invented,people_who,people who are lampagurd are creative,gen
lampagurd,lampagurds,care for their friends and family,positive,invented,invented,gen,lampagurds care for their friends and family,gen
lampagurd,lampagurds,care for their friends and family,positive,invented,invented,gen_people,lampagurd people care for their friends and family,gen
lampagurd,lampagurds,care for their friends and family,positive,invented,invented,people_who,people who are lampagurd care for their friends and family,gen
lampagurd,lampagurds,are great musicians,positive,invented,invented,gen,lampagurds are great musicians,gen
lampagurd,lampagurds,are great musicians,positive,invented,invented,gen_people,lampagurd people are great musicians,gen
lampagurd,lampagurds,are great musicians,positive,invented,invented,people_who,people who are lampagurd are great musicians,gen
